Field,Description,Type,Coverage,Date Coverage,Alphas,__page
anl14_median_bvps_fy5,Median of Estimations of Book Value Per Share - upcoming 5 years,Matrix,1.5,50%,100%,10
anl14_median_capex_fp1,Median of Estimations of Capital Expenditures - Upcoming Quarter,Matrix,1.5,50%,100%,10
anl14_median_capex_fp2,Median of Estimations of Capital Expenditures - upcoming 2 quarters,Matrix,1.5,50%,100%,10
anl14_median_capex_fp3,Median of estimations of capital expenditures - upcoming 3 quarters,Matrix,1.5,50%,100%,10
anl14_median_capex_fp4,Median of Estimations of Capital Expenditures - upcoming 4 quarters,Matrix,1.5,50%,100%,10
anl14_median_capex_fp5,Median of Estimations of Capital Expenditures - upcoming 5 quarters,Matrix,1.5,50%,100%,10
anl14_median_capex_fy1,Median of estimations of Capital Expenditures - upcoming year,Matrix,1.5,50%,100%,10
anl14_median_capex_fy2,Median of Estimations of Capital Expenditures - upcoming 2 years,Matrix,1.5,50%,100%,10
anl14_median_capex_fy3,Median of estimations of capital expenditures - upcoming 3 years,Matrix,1.5,50%,100%,10
anl14_median_capex_fy4,Median of Estimations of Capital Expenditures - upcoming 4 years,Matrix,1.5,50%,100%,10
anl14_median_capex_fy5,Median of estimations of capital expenditures - upcoming 5 years,Matrix,1.5,50%,100%,10
anl14_median_cfps_fp1,Median of Estimations of Cash Flow Per Share - upcoming quarter,Matrix,1.5,50%,100%,10
anl14_median_cfps_fp2,Median of estimations of cash flow per share - upcoming 2 quarters,Matrix,1.5,50%,100%,10
anl14_median_cfps_fp3,Median of estimations of cash flow per share - upcoming 3 quarters,Matrix,1.5,50%,100%,10
anl14_median_cfps_fp4,Median of Estimations of Cash Flow Per Share - upcoming 4 quarters,Matrix,1.5,50%,100%,10
anl14_median_cfps_fy1,Median of Estimations of Cash Flow Per Share - Upcoming Year,Matrix,1.5,50%,100%,10
anl14_median_cfps_fy2,Median of Estimations of Cash Flow Per Share - upcoming 2 years,Matrix,1.5,50%,100%,10
anl14_median_cfps_fy3,Median of estimations of cash flow per share - upcoming 3 years,Matrix,1.5,50%,100%,10
anl14_median_cfps_fy4,Median of Estimations of Cash Flow Per Share - upcoming 4 years,Matrix,1.5,50%,100%,10
anl14_median_div_fp1,Median of Estimations of Dividend - upcoming quarter,Matrix,1.5,50%,100%,10
anl14_median_div_fp2,Median of Estimations of Dividend - upcoming 2 quarters,Matrix,1.5,50%,100%,10
anl14_median_div_fp3,Median of Estimations of Dividend - upcoming 3 quarters,Matrix,1.5,50%,100%,10
anl14_median_div_fp4,Median of estimations of dividend - upcoming 4 quarters,Matrix,1.5,50%,100%,11
anl14_median_div_fp5,Median of Estimations of Dividend - upcoming 5 quarters,Matrix,1.5,50%,100%,11
anl14_median_div_fy1,Median of estimations of dividend - upcoming year,Matrix,1.5,50%,100%,11
anl14_median_div_fy2,Median of estimations of Dividend - upcoming 2 years,Matrix,1.5,50%,100%,11
anl14_median_div_fy3,Median of estimations of dividend - upcoming 3 years,Matrix,1.5,50%,100%,11
anl14_median_div_fy4,Median of Estimations of Dividend - Upcoming 4 Years,Matrix,1.5,50%,100%,11
anl14_median_div_fy5,Median of Estimations of Dividend - Upcoming 5 Years,Matrix,1.5,50%,100%,11
anl14_median_ebit_fp1,Median of Estimations of Earnings Before Interest & Taxes - Upcoming Quarter,Matrix,1.5,50%,100%,11
anl14_median_ebit_fp2,Median of Estimations of Earnings Before Interest & Taxes - Upcoming 2 Quarters,Matrix,1.5,50%,100%,11
anl14_median_ebit_fp3,Median of estimations of earnings before interest & taxes - upcoming 3 quarters,Matrix,1.5,50%,100%,11
anl14_median_ebit_fp4,Median of estimations of earnings before interest & taxes - upcoming 4 quarters,Matrix,1.5,50%,100%,11
anl14_median_ebit_fp5,Median of estimations of earnings before interest & taxes - upcoming 5 quarters,Matrix,1.5,50%,100%,11
anl14_median_ebit_fy1,Median of estimations of earnings before interest & taxes - upcoming year,Matrix,1.5,50%,100%,11
anl14_median_ebit_fy2,Median of estimations of earnings before interest & taxes - upcoming 2 years,Matrix,1.5,50%,100%,11
anl14_median_ebit_fy3,Median of Estimations of Earnings Before Interest & Taxes - upcoming 3 years,Matrix,1.5,50%,100%,11
anl14_median_ebit_fy4,Median of estimations of earnings before interest & taxes - upcoming 4 years,Matrix,1.5,50%,100%,11
anl14_median_ebit_fy5,Median of Estimations of Earnings Before Interest & Taxes - upcoming 5 years,Matrix,1.5,50%,100%,11
anl14_median_ebitda_fp1,"Median of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming quarter",Matrix,1.5,50%,100%,11
anl14_median_ebitda_fp2,"Median of estimations of earnings before interest, taxes, depreciation & amortization - upcoming 2 quarters",Matrix,1.5,50%,100%,11
anl14_median_ebitda_fp3,"Median of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 3 quarters",Matrix,1.5,50%,100%,11
anl14_median_ebitda_fp4,"Median of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 4 quarters",Matrix,1.5,50%,100%,11
anl14_median_ebitda_fp5,"Median of estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 5 quarters",Matrix,1.5,50%,100%,11
anl14_median_ebitda_fy1,"Median of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - Upcoming Year",Matrix,1.5,50%,100%,11
anl14_median_ebitda_fy2,"Median of estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 2 years",Matrix,1.5,50%,100%,11
anl14_median_ebitda_fy3,"Median of estimations of earnings before interest, taxes, depreciation & amortization - upcoming 3 years",Matrix,1.5,50%,100%,11
anl14_median_ebitda_fy4,"Median of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 4 years",Matrix,1.5,50%,100%,11
anl14_median_ebitda_fy5,"Median of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 5 years",Matrix,1.5,50%,100%,11
anl14_median_eps_fp1,Median of Estimations of Earnings Per Share - upcoming quarter,Matrix,1.5,50%,100%,11
anl14_median_eps_fp2,Median of estimations of earnings per share - upcoming 2 quarters,Matrix,1.5,50%,100%,11
anl14_median_eps_fp3,Median of estimations of Earnings Per Share - upcoming 3 quarters,Matrix,1.5,50%,100%,11
anl14_median_eps_fp4,Median of Estimations of Earnings Per Share - upcoming 4 quarters,Matrix,1.5,50%,100%,11
anl14_median_eps_fp5,Median of estimations of earnings per share - upcoming 5 quarters,Matrix,1.5,50%,100%,11
anl14_median_eps_fy1,Median of Estimations of Earnings Per Share - upcoming year,Matrix,1.5,50%,100%,11
anl14_median_eps_fy2,Median of Estimations of Earnings Per Share - upcoming 2 years,Matrix,1.5,50%,100%,11
anl14_median_eps_fy3,Median of Estimations of Earnings Per Share - Upcoming 3 Years,Matrix,1.5,50%,100%,11
anl14_median_eps_fy4,Median of estimations of earnings per share - upcoming 4 years,Matrix,1.5,50%,100%,11
anl14_median_eps_fy5,Median of estimations of earnings per share - upcoming 5 years,Matrix,1.5,50%,100%,11
anl14_median_epsrep_fp1,Median of Estimations of Reported Earnings Per Share - upcoming quarter,Matrix,1.5,50%,100%,11
anl14_median_epsrep_fp2,Median of estimations of reported earnings per share - upcoming 2 quarters,Matrix,1.5,50%,100%,11
anl14_median_epsrep_fp3,Median of estimations of Reported Earnings Per Share - upcoming 3 quarters,Matrix,1.5,50%,100%,11
anl14_median_epsrep_fp4,Median of Estimations of Reported Earnings Per Share - upcoming 4 quarters,Matrix,1.5,50%,100%,11
anl14_median_epsrep_fp5,Median of estimations of reported earnings per share - upcoming 5 quarters,Matrix,1.5,50%,100%,11
anl14_median_epsrep_fy1,Median of estimations of reported earnings per share - upcoming year,Matrix,1.5,50%,100%,11
anl14_median_epsrep_fy2,Median of Estimations of Reported Earnings Per Share - upcoming 2 years,Matrix,1.5,50%,100%,11
anl14_median_epsrep_fy3,Median of Estimations of Reported Earnings Per Share - upcoming 3 years,Matrix,1.5,50%,100%,11
anl14_median_epsrep_fy4,Median of Estimations of Reported Earnings Per Share - upcoming 4 years,Matrix,1.5,50%,100%,11
anl14_median_epsrep_fy5,Median of Estimations of Reported Earnings Per Share - upcoming 5 years,Matrix,1.5,50%,100%,11
anl14_median_nav_fy1,Median of estimations of Net Asset Value - upcoming year,Matrix,1.5,50%,100%,11
anl14_median_nav_fy2,Median of estimations of net asset value - upcoming 2 years,Matrix,1.5,50%,100%,11
anl14_median_nav_fy3,Median of Estimations of Net Asset Value - upcoming 3 years,Matrix,1.5,50%,100%,11
anl14_median_ndebt_fp1,Median of Estimations of Net Debt - upcoming quarter,Matrix,1.5,50%,100%,12
anl14_median_ndebt_fp2,Median of Estimations of Net Debt - Upcoming 2 Quarters,Matrix,1.5,50%,100%,12
anl14_median_ndebt_fp3,Median of estimations of net debt - upcoming 3 quarters,Matrix,1.5,50%,100%,12
anl14_median_ndebt_fp4,Median of Estimations of Net Debt - upcoming 4 quarters,Matrix,1.5,50%,100%,12
anl14_median_ndebt_fy1,Median of estimations of net debt - upcoming year,Matrix,1.5,50%,100%,12
anl14_median_ndebt_fy2,Median of estimations of Net Debt - upcoming 2 years,Matrix,1.5,50%,100%,12
anl14_median_ndebt_fy3,Median of estimations of net debt - upcoming 3 years,Matrix,1.5,50%,100%,12
anl14_median_ndebt_fy4,Median of Estimations of Net Debt - upcoming 4 years,Matrix,1.5,50%,100%,12
anl14_median_ndebt_fy5,Median of Estimations of Net Debt - upcoming 5 years,Matrix,1.5,50%,100%,12
anl14_median_ntp_fp1,Median of estimations of net profit - upcoming quarter,Matrix,1.5,50%,100%,12
anl14_median_ntp_fp2,Median of estimations of net profit - upcoming 2 quarters,Matrix,1.5,50%,100%,12
anl14_median_ntp_fp3,Median of estimations of net profit - upcoming 3 quarters,Matrix,1.5,50%,100%,12
anl14_median_ntp_fp4,Median of estimations of net profit - upcoming 4 quarters,Matrix,1.5,50%,100%,12
anl14_median_ntp_fp5,Median of estimations of net profit - upcoming 5 quarters,Matrix,1.5,50%,100%,12
anl14_median_ntp_fy1,Median of Estimations of Net Profit - upcoming year,Matrix,1.5,50%,100%,12
anl14_median_ntp_fy2,Median of estimations of Net Profit - upcoming 2 years,Matrix,1.5,50%,100%,12
anl14_median_ntp_fy3,Median of Estimations of Net Profit - Upcoming 3 Years,Matrix,1.5,50%,100%,12
anl14_median_ntp_fy4,Median of estimations of net profit - upcoming 4 years,Matrix,1.5,50%,100%,12
anl14_median_ntp_fy5,Median of Estimations of Net Profit - upcoming 5 years,Matrix,1.5,50%,100%,12
anl14_median_ntprep_fp1,Median of Estimations of Reported Net Profit - upcoming quarter,Matrix,1.5,50%,100%,12
anl14_median_ntprep_fp2,Median of Estimations of Reported Net Profit - upcoming 2 quarters,Matrix,1.5,50%,100%,12
anl14_median_ntprep_fp3,Median of estimations of reported net profit - upcoming 3 quarters,Matrix,1.5,50%,100%,12
anl14_median_ntprep_fp4,Median of estimations of Reported Net Profit - upcoming 4 quarters,Matrix,1.5,50%,100%,12
anl14_median_ntprep_fp5,Median of estimations of reported net profit - upcoming 5 quarters,Matrix,1.5,50%,100%,12
anl14_median_ntprep_fy1,Median of estimations of reported net profit - upcoming year,Matrix,1.5,50%,100%,12
anl14_median_ntprep_fy2,Median of estimations of reported net profit - upcoming 2 years,Matrix,1.5,50%,100%,12
anl14_median_ntprep_fy3,Median of Estimations of Reported Net Profit - upcoming 3 years,Matrix,1.5,50%,100%,12
anl14_median_ntprep_fy4,Median of estimations of reported net profit - upcoming 4 years,Matrix,1.5,50%,100%,12
anl14_median_ntprep_fy5,Median of Estimations of Reported Net Profit - upcoming 5 years,Matrix,1.5,50%,100%,12
anl14_median_opp_fp1,Median of Estimations of Operating Profit - upcoming quarter,Matrix,1.5,50%,100%,12
anl14_median_opp_fy1,Median of Estimations of Operating Profit - upcoming year,Matrix,1.5,50%,100%,12
anl14_median_opp_fy2,Median of Estimations of Operating Profit - upcoming 2 years,Matrix,1.5,50%,100%,12
anl14_median_opp_fy3,Median of Estimations of Operating Profit - upcoming 3 years,Matrix,1.5,50%,100%,12
anl14_median_ptp_fp1,Median of estimations of pretax profit - upcoming quarter,Matrix,1.5,50%,100%,12
anl14_median_ptp_fp2,Median of Estimations of Pretax Profit - upcoming 2 quarters,Matrix,1.5,50%,100%,12
anl14_median_ptp_fp3,Median of Estimations of Pretax Profit - upcoming 3 quarters,Matrix,1.5,50%,100%,12
anl14_median_ptp_fy1,Median of estimations of pretax profit - upcoming year,Matrix,1.5,50%,100%,12
anl14_median_ptp_fy2,Median of estimations of pretax profit - upcoming 2 years,Matrix,1.5,50%,100%,12
anl14_median_ptp_fy3,Median of Estimations of Pretax Profit - upcoming 3 years,Matrix,1.5,50%,100%,12
anl14_median_ptp_fy4,Median of estimations of Pretax Profit - upcoming 4 years,Matrix,1.5,50%,100%,12
anl14_median_ptp_fy5,Median of estimations of pretax profit - upcoming 5 years,Matrix,1.5,50%,100%,12
anl14_median_ptprep_fy1,Median of Estimations of Reported Pretax Profit - upcoming year,Matrix,1.5,50%,100%,12
anl14_median_ptprep_fy2,Median of Estimations of Reported Pretax Profit - upcoming 2 years,Matrix,1.5,50%,100%,12
anl14_median_ptprep_fy3,Median of Estimations of Reported Pretax Profit - Upcoming 3 Years,Matrix,1.5,50%,100%,12
anl14_median_ptprep_fy4,Median of estimations of Reported Pretax Profit - upcoming 4 years,Matrix,1.5,50%,100%,12
anl14_median_ptprep_fy5,Median of Estimations of Reported Pretax Profit - upcoming 5 years,Matrix,1.5,50%,100%,12
anl14_median_revenue_fp1,Median of estimations of revenue - upcoming quarter,Matrix,1.5,50%,100%,12
anl14_median_revenue_fp2,Median of Estimations of Revenue - upcoming 2 quarters,Matrix,1.5,50%,100%,12
anl14_median_revenue_fp3,Median of estimations of Revenue - upcoming 3 quarters,Matrix,1.5,50%,100%,12
anl14_median_revenue_fp4,Median of estimations of revenue - upcoming 4 quarters,Matrix,1.5,50%,100%,12
anl14_median_revenue_fp5,Median of Estimations of Revenue - upcoming 5 quarters,Matrix,1.5,50%,100%,13
anl14_median_revenue_fy1,Median of Estimations of Revenue - Upcoming Year,Matrix,1.5,50%,100%,13
anl14_median_revenue_fy2,Median of estimations of revenue - upcoming 2 years,Matrix,1.5,50%,100%,13
anl14_median_revenue_fy3,Median of Estimations of Revenue - Upcoming 3 Years,Matrix,1.5,50%,100%,13
anl14_median_revenue_fy4,Median of Estimations of Revenue - upcoming 4 years,Matrix,1.5,50%,100%,13
anl14_median_revenue_fy5,Median of Estimations of Revenue - upcoming 5 years,Matrix,1.5,50%,100%,13
anl14_median_roa_fy1,Median of Estimations of Returns on Assets - upcoming year,Matrix,1.5,50%,100%,13
anl14_median_roa_fy2,Median of Estimations of Returns on Assets - Upcoming 2 Years,Matrix,1.5,50%,100%,13
anl14_median_roa_fy3,Median of Estimations of Returns on Assets - Upcoming 3 Years,Matrix,1.5,50%,100%,13
anl14_median_roa_fy4,Median of estimations of returns on assets - upcoming 4 years,Matrix,1.5,50%,100%,13
anl14_median_roe_fp1,Median of Estimations of Returns on Equity - upcoming quarter,Matrix,1.5,50%,100%,13
anl14_median_roe_fp2,Median of Estimations of Returns on Equity - Upcoming 2 Quarters,Matrix,1.5,50%,100%,13
anl14_median_roe_fp3,Median of Estimations of Returns on Equity - upcoming 3 quarters,Matrix,1.5,50%,100%,13
anl14_median_roe_fp4,Median of estimations of Returns on Equity - upcoming 4 quarters,Matrix,1.5,50%,100%,13
anl14_median_roe_fy1,Median of Estimations of Returns on Equity - Upcoming Year,Matrix,1.5,50%,100%,13
anl14_median_roe_fy2,Median of Estimations of Returns on Equity - Upcoming 2 Years,Matrix,1.5,50%,100%,13
anl14_median_roe_fy3,Median of Estimations of Returns on Equity - Upcoming 3 Years,Matrix,1.5,50%,100%,13
anl14_median_roe_fy4,Median of Estimations of Returns on Equity - upcoming 4 years,Matrix,1.5,50%,100%,13
anl14_median_roe_fy5,Median of Estimations of Returns on Equity - upcoming 5 years,Matrix,1.5,50%,100%,13
anl14_numofests_bvps_fp1,Num of estimations of Book Value Per Share - upcoming quarter,Matrix,1.5,50%,100%,13
anl14_numofests_bvps_fp2,Num of Estimations of Book Value Per Share - Upcoming 2 Quarters,Matrix,1.5,50%,100%,13
anl14_numofests_bvps_fp3,Num of Estimations of Book Value Per Share - upcoming 3 quarters,Matrix,1.5,50%,100%,13
anl14_numofests_bvps_fp4,Num of Estimations of Book Value Per Share - upcoming 4 quarters,Matrix,1.5,50%,100%,13
anl14_numofests_bvps_fp5,Num of Estimations of Book Value Per Share - upcoming 5 quarters,Matrix,1.5,50%,100%,13
anl14_numofests_bvps_fy1,Num of Estimations of Book Value Per Share - Upcoming Year,Matrix,1.5,50%,100%,13
anl14_numofests_bvps_fy2,Num of estimations of Book Value Per Share - upcoming 2 years,Matrix,1.5,50%,100%,13
anl14_numofests_bvps_fy3,Number of estimations of book value per share - upcoming 3 years,Matrix,1.5,50%,100%,13
anl14_numofests_bvps_fy4,Num of Estimations of Book Value Per Share - upcoming 4 years,Matrix,1.5,50%,100%,13
anl14_numofests_bvps_fy5,Number of estimations of book value per share - upcoming 5 years,Matrix,1.5,50%,100%,13
anl14_numofests_capex_fp1,Num of estimations of capital expenditures - upcoming quarter,Matrix,1.5,50%,100%,13
anl14_numofests_capex_fp2,Number of Estimations of Capital Expenditures - Upcoming 2 Quarters,Matrix,1.5,50%,100%,13
anl14_numofests_capex_fp3,Num of Estimations of Capital Expenditures - Upcoming 3 Quarters,Matrix,1.5,50%,100%,13
anl14_numofests_capex_fp4,Num of Estimations of Capital Expenditures - upcoming 4 quarters,Matrix,1.5,50%,100%,13
anl14_numofests_capex_fp5,Num of Estimations of Capital Expenditures - Upcoming 5 Quarters,Matrix,1.5,50%,100%,13
anl14_numofests_capex_fy1,Num of estimations of capital expenditures - upcoming year,Matrix,1.5,50%,100%,13
anl14_numofests_capex_fy2,Num of Estimations of Capital Expenditures - upcoming 2 years,Matrix,1.5,50%,100%,13
anl14_numofests_capex_fy3,Num of Estimations of Capital Expenditures - Upcoming 3 Years,Matrix,1.5,50%,100%,13
anl14_numofests_capex_fy4,Num of Estimations of Capital Expenditures - Upcoming 4 Years,Matrix,1.5,50%,100%,13
anl14_numofests_capex_fy5,Num of Estimations of Capital Expenditures - upcoming 5 years,Matrix,1.5,50%,100%,13
anl14_numofests_cfps_fp1,Num of estimations of Cash Flow Per Share - upcoming quarter,Matrix,1.5,50%,100%,13
anl14_numofests_cfps_fp2,Num of Estimations of Cash Flow Per Share - Upcoming 2 Quarters,Matrix,1.5,50%,100%,13
anl14_numofests_cfps_fp3,Number of estimations of Cash Flow Per Share - upcoming 3 quarters,Matrix,1.5,50%,100%,13
anl14_numofests_cfps_fp4,Num of estimations of cash flow per share - upcoming 4 quarters,Matrix,1.5,50%,100%,13
anl14_numofests_cfps_fy1,Num of estimations of cash flow per share - upcoming year,Matrix,1.5,50%,100%,13
anl14_numofests_cfps_fy2,Num of Estimations of Cash Flow Per Share - upcoming 2 years,Matrix,1.5,50%,100%,13
anl14_numofests_cfps_fy3,Num of estimations of Cash Flow Per Share - upcoming 3 years,Matrix,1.5,50%,100%,13
anl14_numofests_cfps_fy4,Number of Estimations of Cash Flow Per Share - upcoming 4 years,Matrix,1.5,50%,100%,13
anl14_numofests_div_fp1,Num of estimations of Dividend - upcoming quarter,Matrix,1.5,50%,100%,13
anl14_numofests_div_fp2,Num of Estimations of Dividend - upcoming 2 quarters,Matrix,1.5,50%,100%,13
anl14_numofests_div_fp3,Num of Estimations of Dividend - upcoming 3 quarters,Matrix,1.5,50%,100%,13
anl14_numofests_div_fp4,Num of estimations of Dividend - upcoming 4 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_div_fp5,Number of estimations of dividend - upcoming 5 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_div_fy1,Number of estimations of dividend - upcoming year,Matrix,1.5,50%,100%,14
anl14_numofests_div_fy2,Number of Estimations of Dividend - upcoming 2 years,Matrix,1.5,50%,100%,14
anl14_numofests_div_fy3,Num of Estimations of Dividend - upcoming 3 years,Matrix,1.5,50%,100%,14
anl14_numofests_div_fy4,Num of Estimations of Dividend - upcoming 4 years,Matrix,1.5,50%,100%,14
anl14_numofests_div_fy5,Num of Estimations of Dividend - upcoming 5 years,Matrix,1.5,50%,100%,14
anl14_numofests_ebit_fp1,Num of Estimations of Earnings Before Interest & Taxes - upcoming quarter,Matrix,1.5,50%,100%,14
anl14_numofests_ebit_fp2,Num of Estimations of Earnings Before Interest & Taxes - upcoming 2 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_ebit_fp3,Num of Estimations of Earnings Before Interest & Taxes - upcoming 3 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_ebit_fp4,Num of Estimations of Earnings Before Interest & Taxes - upcoming 4 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_ebit_fp5,Number of estimations of earnings before interest & taxes - upcoming 5 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_ebit_fy1,Num of Estimations of Earnings Before Interest & Taxes - upcoming year,Matrix,1.5,50%,100%,14
anl14_numofests_ebit_fy2,Num of estimations of earnings before interest & taxes - upcoming 2 years,Matrix,1.5,50%,100%,14
anl14_numofests_ebit_fy3,Num of Estimations of Earnings Before Interest & Taxes - upcoming 3 years,Matrix,1.5,50%,100%,14
anl14_numofests_ebit_fy4,Number of estimations of earnings before interest & taxes - upcoming 4 years,Matrix,1.5,50%,100%,14
anl14_numofests_ebit_fy5,Num of Estimations of Earnings Before Interest & Taxes - Upcoming 5 Years,Matrix,1.5,50%,100%,14
anl14_numofests_ebitda_fp1,"Num of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming quarter",Matrix,1.5,50%,100%,14
anl14_numofests_ebitda_fp2,"Num of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - Upcoming 2 Quarters",Matrix,1.5,50%,100%,14
anl14_numofests_ebitda_fp3,"Number of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 3 quarters",Matrix,1.5,50%,100%,14
anl14_numofests_ebitda_fp4,"Num of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - Upcoming 4 Quarters",Matrix,1.5,50%,100%,14
anl14_numofests_ebitda_fp5,"Num of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 5 quarters",Matrix,1.5,50%,100%,14
anl14_numofests_ebitda_fy1,"Num of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming year",Matrix,1.5,50%,100%,14
anl14_numofests_ebitda_fy2,"Num of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - Upcoming 2 Years",Matrix,1.5,50%,100%,14
anl14_numofests_ebitda_fy3,"Num of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - Upcoming 3 Years",Matrix,1.5,50%,100%,14
anl14_numofests_ebitda_fy4,"Num of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 4 years",Matrix,1.5,50%,100%,14
anl14_numofests_ebitda_fy5,"Num of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 5 years",Matrix,1.5,50%,100%,14
anl14_numofests_eps_fp1,Num of Estimations of Earnings Per Share - upcoming quarter,Matrix,1.5,50%,100%,14
anl14_numofests_eps_fp2,Num of estimations of earnings per share - upcoming 2 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_eps_fp3,Num of estimations of earnings per share - upcoming 3 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_eps_fp4,Number of estimations of earnings per share - upcoming 4 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_eps_fp5,Number of Estimations of Earnings Per Share - upcoming 5 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_eps_fy1,Num of estimations of earnings per share - upcoming year,Matrix,1.5,50%,100%,14
anl14_numofests_eps_fy2,Num of estimations of Earnings Per Share - upcoming 2 years,Matrix,1.5,50%,100%,14
anl14_numofests_eps_fy3,Num of estimations of Earnings Per Share - upcoming 3 years,Matrix,1.5,50%,100%,14
anl14_numofests_eps_fy4,Number of Estimations of Earnings Per Share - Upcoming 4 Years,Matrix,1.5,50%,100%,14
anl14_numofests_eps_fy5,Num of Estimations of Earnings Per Share - upcoming 5 years,Matrix,1.5,50%,100%,14
anl14_numofests_epsrep_fp1,Num of estimations of reported earnings per share - upcoming quarter,Matrix,1.5,50%,100%,14
anl14_numofests_epsrep_fp2,Num of Estimations of Reported Earnings Per Share - upcoming 2 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_epsrep_fp3,Num of Estimations of Reported Earnings Per Share - upcoming 3 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_epsrep_fp4,Num of Estimations of Reported Earnings Per Share - upcoming 4 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_epsrep_fp5,Num of Estimations of Reported Earnings Per Share - upcoming 5 quarters,Matrix,1.5,50%,100%,14
anl14_numofests_epsrep_fy1,Num of Estimations of Reported Earnings Per Share - Upcoming Year,Matrix,1.5,50%,100%,14
anl14_numofests_epsrep_fy2,Number of Estimations of Reported Earnings Per Share - upcoming 2 years,Matrix,1.5,50%,100%,14
anl14_numofests_epsrep_fy3,Number of Estimations of Reported Earnings Per Share - Upcoming 3 Years,Matrix,1.5,50%,100%,14
anl14_numofests_epsrep_fy4,Num of estimations of reported earnings per share - upcoming 4 years,Matrix,1.5,50%,100%,14
anl14_numofests_epsrep_fy5,Number of estimations of reported earnings per share - upcoming 5 years,Matrix,1.5,50%,100%,14
anl14_numofests_nav_fy1,Num of Estimations of Net Asset Value - upcoming year,Matrix,1.5,50%,100%,14
anl14_numofests_nav_fy2,Num of Estimations of Net Asset Value - upcoming 2 years,Matrix,1.5,50%,100%,14
anl14_numofests_nav_fy3,Num of Estimations of Net Asset Value - upcoming 3 years,Matrix,1.5,50%,100%,14
anl14_numofests_ndebt_fp1,Num of Estimations of Net Debt - upcoming quarter,Matrix,1.5,50%,100%,15
anl14_numofests_ndebt_fp2,Num of Estimations of Net Debt - upcoming 2 quarters,Matrix,1.5,50%,100%,15
anl14_numofests_ndebt_fp3,Number of Estimations of Net Debt - Upcoming 3 Quarters,Matrix,1.5,50%,100%,15
anl14_numofests_ndebt_fp4,Num of Estimations of Net Debt - upcoming 4 quarters,Matrix,1.5,50%,100%,15
anl14_numofests_ndebt_fy1,Number of estimations of net debt - upcoming year,Matrix,1.5,50%,100%,15
anl14_numofests_ndebt_fy2,Num of Estimations of Net Debt - upcoming 2 years,Matrix,1.5,50%,100%,15
anl14_numofests_ndebt_fy3,Num of Estimations of Net Debt - Upcoming 3 Years,Matrix,1.5,50%,100%,15
anl14_numofests_ndebt_fy4,Num of estimations of net debt - upcoming 4 years,Matrix,1.5,50%,100%,15
anl14_numofests_ndebt_fy5,Num of Estimations of Net Debt - Upcoming 5 Years,Matrix,1.5,50%,100%,15
anl14_numofests_ntp_fp1,Num of Estimations of Net Profit - upcoming quarter,Matrix,1.5,50%,100%,15
anl14_numofests_ntp_fp2,Num of Estimations of Net Profit - upcoming 2 quarters,Matrix,1.5,50%,100%,15
anl14_numofests_ntp_fp3,Num of Estimations of Net Profit - upcoming 3 quarters,Matrix,1.5,50%,100%,15
anl14_numofests_ntp_fp4,Num of estimations of net profit - upcoming 4 quarters,Matrix,1.5,50%,100%,15
anl14_numofests_ntp_fp5,Num of estimations of Net Profit - upcoming 5 quarters,Matrix,1.5,50%,100%,15
anl14_numofests_ntp_fy1,Num of Estimations of Net Profit - upcoming year,Matrix,1.5,50%,100%,15
anl14_numofests_ntp_fy2,Num of Estimations of Net Profit - upcoming 2 years,Matrix,1.5,50%,100%,15
anl14_numofests_ntp_fy3,Num of Estimations of Net Profit - upcoming 3 years,Matrix,1.5,50%,100%,15
